,custom_distance,artist,song_name,preview,type,id
1540,0.4833536671611838,Ricardo Montaner,Me va a extrañar (aka Unchain My Heart),,,35436ddSANnATz1eBT5FAY
1541,0.4833494121683955,Frank Ocean,Godspeed,,,34xTFwjPQ1dC6uJmleno7x
1542,0.48333242342792676,Alaina Castillo,i don't think i love you anymore,https://p.scdn.co/mp3-preview/f18748f854ed950b4ffbdf4dfc9306f078ce0590?cid=99f699c35c2d4667917d680d9134d27e,pop,1saZ5nnaCWBjOK09izEK9c
1543,0.4833057005409062,Giveon,Still Your Best,,,2qvWsotNWTvRkwCksOnl92
1544,0.483293600697287,The Jackson 5,Who's Lovin' You,,,6cZrsaNb4Zo9E5KHk7gcz5
1545,0.4832872791559904,Miranda Lambert,Tin Man,,,4ckQIgBy1gVeevf7UAereE
1546,0.4832816237014616,Shai,If I Ever Fall In Love,,,1jCsCYgzQQHk3bDJDuFbNi
1547,0.48327007988212073,FINNEAS,Angel,https://p.scdn.co/mp3-preview/e0a6ee08ef0c0acc4bf8e636fa9d118060485233?cid=99f699c35c2d4667917d680d9134d27e,chill,7iSEz0IIVF5H4KLXIm99Vk
1548,0.48326444897418236,Gene Autry,Rudolph the Red-Nosed Reindeer,,,1dtIaSlyrLI04sqYa8nLyN
1549,0.48325782030702236,Vicente Fernández,La Misma,,,6Fh3sBmdvUDb3pO8MjZBaW
1550,0.48325274228697107,Frank Sinatra,The Lady Is A Tramp - Remastered,,,4Z4eU8yoBtBGIQPQrhCFr2
1551,0.48323555279904373,Bobby Vinton,Sealed with a Kiss,,,2W5UG7uGle3SlZiyzEGxls
1552,0.483228151353851,EDEN,untitled,,pop,35XEfip4wHj4HwLYyPDWT5
